Reaction,Dataset,Reference,Reference_in_kcal_mol,Stoichiometry
ISOC7_0736_C7H10_113,ISOC7,0.08159876801294496,51.204,"1,C7H10_113,-1,C7H10_396"
ISOC7_0737_C7H10_114,ISOC7,0.08145884980672012,51.1162,"1,C7H10_114,-1,C7H10_396"
ISOC7_0738_C7H10_115,ISOC7,0.08142602161710473,51.0956,"1,C7H10_115,-1,C7H10_396"
ISOC7_0739_C7H10_116,ISOC7,0.08141709744905394,51.09,"1,C7H10_116,-1,C7H10_396"
ISOC7_0740_C7H10_117,ISOC7,0.08133407081415287,51.0379,"1,C7H10_117,-1,C7H10_396"
ISOC7_0741_C7H10_118,ISOC7,0.08115176280968680,50.9235,"1,C7H10_118,-1,C7H10_396"
ISOC7_0742_C7H10_119,ISOC7,0.08108339730801202,50.8806,"1,C7H10_119,-1,C7H10_396"
ISOC7_0743_C7H10_120,ISOC7,0.08096260231903887,50.8048,"1,C7H10_120,-1,C7H10_396"
ISOC7_0744_C7H10_121,ISOC7,0.08084929725682263,50.7337,"1,C7H10_121,-1,C7H10_396"
ISOC7_0745_C7H10_122,ISOC7,0.08044006040763654,50.4769,"1,C7H10_122,-1,C7H10_396"
ISOC7_0746_C7H10_123,ISOC7,0.08041822806794087,50.4632,"1,C7H10_123,-1,C7H10_396"
ISOC7_0747_C7H10_124,ISOC7,0.08036213329733592,50.428,"1,C7H10_124,-1,C7H10_396"
ISOC7_0748_C7H10_125,ISOC7,0.08026253320748339,50.3655,"1,C7H10_125,-1,C7H10_396"
ISOC7_0749_C7H10_126,ISOC7,0.07988484966676259,50.1285,"1,C7H10_126,-1,C7H10_396"
ISOC7_0750_C7H10_127,ISOC7,0.07987257893569275,50.1208,"1,C7H10_127,-1,C7H10_396"
ISOC7_0751_C7H10_128,ISOC7,0.07985473059959118,50.1096,"1,C7H10_128,-1,C7H10_396"
ISOC7_0752_C7H10_129,ISOC7,0.07980198239200528,50.0765,"1,C7H10_129,-1,C7H10_396"
ISOC7_0753_C7H10_130,ISOC7,0.07968644628777634,50.004,"1,C7H10_130,-1,C7H10_396"
ISOC7_0754_C7H10_131,ISOC7,0.07916533861766789,49.677,"1,C7H10_131,-1,C7H10_396"
ISOC7_0755_C7H10_132,ISOC7,0.07889554189427535,49.5077,"1,C7H10_132,-1,C7H10_396"
ISOC7_0756_C7H10_133,ISOC7,0.07889107981024996,49.5049,"1,C7H10_133,-1,C7H10_396"
ISOC7_0757_C7H10_134,ISOC7,0.07878207747191535,49.4365,"1,C7H10_134,-1,C7H10_396"
ISOC7_0758_C7H10_135,ISOC7,0.07875705792934439,49.4208,"1,C7H10_135,-1,C7H10_396"
ISOC7_0759_C7H10_136,ISOC7,0.07870303484060838,49.3869,"1,C7H10_136,-1,C7H10_396"
ISOC7_0760_C7H10_137,ISOC7,0.07816997515971763,49.0524,"1,C7H10_137,-1,C7H10_396"
ISOC7_0761_C7H10_138,ISOC7,0.07806033538080796,48.9836,"1,C7H10_138,-1,C7H10_396"
ISOC7_0762_C7H10_139,ISOC7,0.07786559728512829,48.8614,"1,C7H10_139,-1,C7H10_396"
ISOC7_0763_C7H10_140,ISOC7,0.07785922287937773,48.8574,"1,C7H10_140,-1,C7H10_396"
ISOC7_0764_C7H10_141,ISOC7,0.07772695396005356,48.7744,"1,C7H10_141,-1,C7H10_396"
ISOC7_0765_C7H10_142,ISOC7,0.07769731297331345,48.7558,"1,C7H10_142,-1,C7H10_396"
ISOC7_0766_C7H10_143,ISOC7,0.07754114003242468,48.6578,"1,C7H10_143,-1,C7H10_396"
ISOC7_0767_C7H10_144,ISOC7,0.07695851934682331,48.2922,"1,C7H10_144,-1,C7H10_396"
ISOC7_0768_C7H10_145,ISOC7,0.07666545604244122,48.1083,"1,C7H10_145,-1,C7H10_396"
ISOC7_0769_C7H10_146,ISOC7,0.07662545664635644,48.0832,"1,C7H10_146,-1,C7H10_396"
ISOC7_0770_C7H10_147,ISOC7,0.07612825299781260,47.7712,"1,C7H10_147,-1,C7H10_396"
ISOC7_0771_C7H10_148,ISOC7,0.07606960846490743,47.7344,"1,C7H10_148,-1,C7H10_396"
ISOC7_0772_C7H10_149,ISOC7,0.07595184131866579,47.6605,"1,C7H10_149,-1,C7H10_396"
ISOC7_0773_C7H10_150,ISOC7,0.07591518848560006,47.6375,"1,C7H10_150,-1,C7H10_396"
ISOC7_0774_C7H10_151,ISOC7,0.07517894462141014,47.1755,"1,C7H10_151,-1,C7H10_396"
ISOC7_0775_C7H10_152,ISOC7,0.07456843591065006,46.7924,"1,C7H10_152,-1,C7H10_396"
ISOC7_0776_C7H10_153,ISOC7,0.07436875765051371,46.6671,"1,C7H10_153,-1,C7H10_396"
ISOC7_0777_C7H10_154,ISOC7,0.07432413681025977,46.6391,"1,C7H10_154,-1,C7H10_396"
ISOC7_0778_C7H10_155,ISOC7,0.07410421981186538,46.5011,"1,C7H10_155,-1,C7H10_396"
ISOC7_0779_C7H10_156,ISOC7,0.07391968076538661,46.3853,"1,C7H10_156,-1,C7H10_396"
ISOC7_0780_C7H10_157,ISOC7,0.07380876610532683,46.3157,"1,C7H10_157,-1,C7H10_396"
ISOC7_0781_C7H10_158,ISOC7,0.07364542195796868,46.2132,"1,C7H10_158,-1,C7H10_396"
ISOC7_0782_C7H10_159,ISOC7,0.07331650262123967,46.0068,"1,C7H10_159,-1,C7H10_396"
ISOC7_0783_C7H10_160,ISOC7,0.07323889423122658,45.9581,"1,C7H10_160,-1,C7H10_396"
ISOC7_0784_C7H10_161,ISOC7,0.07284495595584184,45.7109,"1,C7H10_161,-1,C7H10_396"
ISOC7_0785_C7H10_162,ISOC7,0.07234249342255379,45.3956,"1,C7H10_162,-1,C7H10_396"
ISOC7_0786_C7H10_163,ISOC7,0.07215811373621878,45.2799,"1,C7H10_163,-1,C7H10_396"
ISOC7_0787_C7H10_164,ISOC7,0.07215508589348727,45.278,"1,C7H10_164,-1,C7H10_396"
ISOC7_0788_C7H10_165,ISOC7,0.07209835368230726,45.2424,"1,C7H10_165,-1,C7H10_396"
ISOC7_0789_C7H10_166,ISOC7,0.07203700002695810,45.2039,"1,C7H10_166,-1,C7H10_396"
ISOC7_0790_C7H10_167,ISOC7,0.07202265761401934,45.1949,"1,C7H10_167,-1,C7H10_396"
ISOC7_0791_C7H10_168,ISOC7,0.07153230645165735,44.8872,"1,C7H10_168,-1,C7H10_396"
ISOC7_0792_C7H10_169,ISOC7,0.07134728932474729,44.7711,"1,C7H10_169,-1,C7H10_396"
ISOC7_0793_C7H10_170,ISOC7,0.07034889802406551,44.1446,"1,C7H10_170,-1,C7H10_396"
ISOC7_0794_C7H10_171,ISOC7,0.07011256693086342,43.9963,"1,C7H10_171,-1,C7H10_396"
ISOC7_0795_C7H10_172,ISOC7,0.07007352369564122,43.9718,"1,C7H10_172,-1,C7H10_396"
ISOC7_0796_C7H10_173,ISOC7,0.06977838870939020,43.7866,"1,C7H10_173,-1,C7H10_396"
ISOC7_0797_C7H10_174,ISOC7,0.06964213578647194,43.7011,"1,C7H10_174,-1,C7H10_396"
ISOC7_0798_C7H10_175,ISOC7,0.06961807240476356,43.686,"1,C7H10_175,-1,C7H10_396"
ISOC7_0799_C7H10_176,ISOC7,0.06939831476651294,43.5481,"1,C7H10_176,-1,C7H10_396"
ISOC7_0800_C7H10_177,ISOC7,0.06939257780133743,43.5445,"1,C7H10_177,-1,C7H10_396"
ISOC7_0801_C7H10_178,ISOC7,0.06928548778472799,43.4773,"1,C7H10_178,-1,C7H10_396"
ISOC7_0802_C7H10_179,ISOC7,0.06922891493369175,43.4418,"1,C7H10_179,-1,C7H10_396"
ISOC7_0803_C7H10_180,ISOC7,0.06895943693058674,43.2727,"1,C7H10_180,-1,C7H10_396"
ISOC7_0804_C7H10_181,ISOC7,0.06853298918587414,43.0051,"1,C7H10_181,-1,C7H10_396"
ISOC7_0805_C7H10_182,ISOC7,0.06815753668716603,42.7695,"1,C7H10_182,-1,C7H10_396"
ISOC7_0806_C7H10_183,ISOC7,0.06803530745689900,42.6928,"1,C7H10_183,-1,C7H10_396"
ISOC7_0807_C7H10_184,ISOC7,0.06798128436816299,42.6589,"1,C7H10_184,-1,C7H10_396"
ISOC7_0808_C7H10_185,ISOC7,0.06791435310778209,42.6169,"1,C7H10_185,-1,C7H10_396"
ISOC7_0809_C7H10_186,ISOC7,0.06756423887193247,42.3972,"1,C7H10_186,-1,C7H10_396"
ISOC7_0810_C7H10_187,ISOC7,0.06747850311458741,42.3434,"1,C7H10_187,-1,C7H10_396"
ISOC7_0811_C7H10_188,ISOC7,0.06741810562010083,42.3055,"1,C7H10_188,-1,C7H10_396"
ISOC7_0812_C7H10_189,ISOC7,0.06738782719278566,42.2865,"1,C7H10_189,-1,C7H10_396"
ISOC7_0813_C7H10_190,ISOC7,0.06716265130964706,42.1452,"1,C7H10_190,-1,C7H10_396"
ISOC7_0814_C7H10_191,ISOC7,0.06707117858712649,42.0878,"1,C7H10_191,-1,C7H10_396"
ISOC7_0815_C7H10_192,ISOC7,0.06706623842266981,42.0847,"1,C7H10_192,-1,C7H10_396"
ISOC7_0816_C7H10_193,ISOC7,0.06706496354151969,42.0839,"1,C7H10_193,-1,C7H10_396"
ISOC7_0817_C7H10_194,ISOC7,0.06693843158737104,42.0045,"1,C7H10_194,-1,C7H10_396"
ISOC7_0818_C7H10_195,ISOC7,0.06671532738610137,41.8645,"1,C7H10_195,-1,C7H10_396"
ISOC7_0819_C7H10_196,ISOC7,0.06650720303834551,41.7339,"1,C7H10_196,-1,C7H10_396"
ISOC7_0820_C7H10_197,ISOC7,0.06643485353307663,41.6885,"1,C7H10_197,-1,C7H10_396"
ISOC7_0821_C7H10_198,ISOC7,0.06628330203635702,41.5934,"1,C7H10_198,-1,C7H10_396"
ISOC7_0822_C7H10_199,ISOC7,0.06622274518172668,41.5554,"1,C7H10_199,-1,C7H10_396"
ISOC7_0823_C7H10_200,ISOC7,0.06621907989842011,41.5531,"1,C7H10_200,-1,C7H10_396"
ISOC7_0824_C7H10_201,ISOC7,0.06617892114219157,41.5279,"1,C7H10_201,-1,C7H10_396"
ISOC7_0825_C7H10_202,ISOC7,0.06601446147382707,41.4247,"1,C7H10_202,-1,C7H10_396"
ISOC7_0826_C7H10_203,ISOC7,0.06594418365042712,41.3806,"1,C7H10_203,-1,C7H10_396"
ISOC7_0827_C7H10_204,ISOC7,0.06543486863095721,41.061,"1,C7H10_204,-1,C7H10_396"
ISOC7_0828_C7H10_205,ISOC7,0.06539279755300350,41.0346,"1,C7H10_205,-1,C7H10_396"
ISOC7_0829_C7H10_206,ISOC7,0.06453655550055925,40.4973,"1,C7H10_206,-1,C7H10_396"
ISOC7_0830_C7H10_207,ISOC7,0.06444332981645728,40.4388,"1,C7H10_207,-1,C7H10_396"
ISOC7_0831_C7H10_208,ISOC7,0.06442468467963689,40.4271,"1,C7H10_208,-1,C7H10_396"
ISOC7_0832_C7H10_209,ISOC7,0.06374134838317664,39.9983,"1,C7H10_209,-1,C7H10_396"
ISOC7_0833_C7H10_210,ISOC7,0.06368939697630955,39.9657,"1,C7H10_210,-1,C7H10_396"
ISOC7_0834_C7H10_211,ISOC7,0.06357449831265567,39.8936,"1,C7H10_211,-1,C7H10_396"
ISOC7_0835_C7H10_212,ISOC7,0.06350262688781809,39.8485,"1,C7H10_212,-1,C7H10_396"
ISOC7_0836_C7H10_213,ISOC7,0.06330996047400735,39.7276,"1,C7H10_213,-1,C7H10_396"
ISOC7_0837_C7H10_214,ISOC7,0.06326773003590987,39.7011,"1,C7H10_214,-1,C7H10_396"
ISOC7_0838_C7H10_215,ISOC7,0.06324366665420150,39.686,"1,C7H10_215,-1,C7H10_396"
ISOC7_0839_C7H10_216,ISOC7,0.06320032069509768,39.6588,"1,C7H10_216,-1,C7H10_396"
ISOC7_0840_C7H10_217,ISOC7,0.06313530175644195,39.618,"1,C7H10_217,-1,C7H10_396"
ISOC7_0841_C7H10_218,ISOC7,0.06295410927298222,39.5043,"1,C7H10_218,-1,C7H10_396"
ISOC7_0842_C7H10_219,ISOC7,0.06293163949271149,39.4902,"1,C7H10_219,-1,C7H10_396"
ISOC7_0843_C7H10_220,ISOC7,0.06291156011459722,39.4776,"1,C7H10_220,-1,C7H10_396"
ISOC7_0844_C7H10_221,ISOC7,0.06278917152418643,39.4008,"1,C7H10_221,-1,C7H10_396"
ISOC7_0845_C7H10_222,ISOC7,0.06272973019056244,39.3635,"1,C7H10_222,-1,C7H10_396"
ISOC7_0846_C7H10_223,ISOC7,0.06251778119935625,39.2305,"1,C7H10_223,-1,C7H10_396"
ISOC7_0847_C7H10_224,ISOC7,0.06247873796413405,39.206,"1,C7H10_224,-1,C7H10_396"
ISOC7_0848_C7H10_225,ISOC7,0.06243602944560529,39.1792,"1,C7H10_225,-1,C7H10_396"
ISOC7_0849_C7H10_226,ISOC7,0.06237802235327517,39.1428,"1,C7H10_226,-1,C7H10_396"
ISOC7_0850_C7H10_227,ISOC7,0.06183890698692139,38.8045,"1,C7H10_227,-1,C7H10_396"
ISOC7_0851_C7H10_228,ISOC7,0.06163875064635374,38.6789,"1,C7H10_228,-1,C7H10_396"
ISOC7_0852_C7H10_229,ISOC7,0.06155699889260278,38.6276,"1,C7H10_229,-1,C7H10_396"
ISOC7_0853_C7H10_230,ISOC7,0.06154361264052660,38.6192,"1,C7H10_230,-1,C7H10_396"
ISOC7_0854_C7H10_231,ISOC7,0.06141453092407772,38.5382,"1,C7H10_231,-1,C7H10_396"
ISOC7_0855_C7H10_232,ISOC7,0.06139413282567592,38.5254,"1,C7H10_232,-1,C7H10_396"
ISOC7_0856_C7H10_233,ISOC7,0.06135923295419159,38.5035,"1,C7H10_233,-1,C7H10_396"
ISOC7_0857_C7H10_234,ISOC7,0.06128560856777260,38.4573,"1,C7H10_234,-1,C7H10_396"
ISOC7_0858_C7H10_235,ISOC7,0.06061454300238218,38.0362,"1,C7H10_235,-1,C7H10_396"
ISOC7_0859_C7H10_236,ISOC7,0.06060657499519398,38.0312,"1,C7H10_236,-1,C7H10_396"
ISOC7_0860_C7H10_237,ISOC7,0.06048912656923987,37.9575,"1,C7H10_237,-1,C7H10_396"
ISOC7_0861_C7H10_238,ISOC7,0.06045088013473650,37.9335,"1,C7H10_238,-1,C7H10_396"
ISOC7_0862_C7H10_239,ISOC7,0.06042633867259683,37.9181,"1,C7H10_239,-1,C7H10_396"
ISOC7_0863_C7H10_240,ISOC7,0.06034618052028352,37.8678,"1,C7H10_240,-1,C7H10_396"
ISOC7_0864_C7H10_241,ISOC7,0.06031303361038059,37.847,"1,C7H10_241,-1,C7H10_396"
ISOC7_0865_C7H10_242,ISOC7,0.06026203836437610,37.815,"1,C7H10_242,-1,C7H10_396"
ISOC7_0866_C7H10_243,ISOC7,0.06018028661062514,37.7637,"1,C7H10_243,-1,C7H10_396"
ISOC7_0867_C7H10_244,ISOC7,0.05988881690768069,37.5808,"1,C7H10_244,-1,C7H10_396"
ISOC7_0868_C7H10_245,ISOC7,0.05975288270504995,37.4955,"1,C7H10_245,-1,C7H10_396"
ISOC7_0869_C7H10_246,ISOC7,0.05972180747701596,37.476,"1,C7H10_246,-1,C7H10_396"
ISOC7_0870_C7H10_247,ISOC7,0.05971591115169669,37.4723,"1,C7H10_247,-1,C7H10_396"
ISOC7_0871_C7H10_248,ISOC7,0.05963097219507045,37.419,"1,C7H10_248,-1,C7H10_396"
ISOC7_0872_C7H10_249,ISOC7,0.05950746808365331,37.3415,"1,C7H10_249,-1,C7H10_396"
ISOC7_0873_C7H10_250,ISOC7,0.05930332773949156,37.2134,"1,C7H10_250,-1,C7H10_396"
ISOC7_0874_C7H10_251,ISOC7,0.05871943217274008,36.847,"1,C7H10_251,-1,C7H10_396"
ISOC7_0875_C7H10_252,ISOC7,0.05863576809726395,36.7945,"1,C7H10_252,-1,C7H10_396"
ISOC7_0876_C7H10_253,ISOC7,0.05859194405772884,36.767,"1,C7H10_253,-1,C7H10_396"
ISOC7_0877_C7H10_254,ISOC7,0.05849712477218923,36.7075,"1,C7H10_254,-1,C7H10_396"
ISOC7_0878_C7H10_255,ISOC7,0.05849027228600737,36.7032,"1,C7H10_255,-1,C7H10_396"
ISOC7_0879_C7H10_256,ISOC7,0.05799179375631342,36.3904,"1,C7H10_256,-1,C7H10_396"
ISOC7_0880_C7H10_257,ISOC7,0.05771084182285740,36.2141,"1,C7H10_257,-1,C7H10_396"
ISOC7_0881_C7H10_258,ISOC7,0.05760407052653548,36.1471,"1,C7H10_258,-1,C7H10_396"
ISOC7_0882_C7H10_259,ISOC7,0.05736614583189575,35.9978,"1,C7H10_259,-1,C7H10_396"
ISOC7_0883_C7H10_260,ISOC7,0.05727180462678743,35.9386,"1,C7H10_260,-1,C7H10_396"
ISOC7_0884_C7H10_261,ISOC7,0.05684822536466259,35.6728,"1,C7H10_261,-1,C7H10_396"
ISOC7_0885_C7H10_262,ISOC7,0.05679563651722045,35.6398,"1,C7H10_262,-1,C7H10_396"
ISOC7_0886_C7H10_263,ISOC7,0.05669476154621780,35.5765,"1,C7H10_263,-1,C7H10_396"
ISOC7_0887_C7H10_264,ISOC7,0.05634400986979313,35.3564,"1,C7H10_264,-1,C7H10_396"
ISOC7_0888_C7H10_265,ISOC7,0.05596266104576575,35.1171,"1,C7H10_265,-1,C7H10_396"
ISOC7_0889_C7H10_266,ISOC7,0.05579867945783254,35.0142,"1,C7H10_266,-1,C7H10_396"
ISOC7_0890_C7H10_267,ISOC7,0.05573063267644529,34.9715,"1,C7H10_267,-1,C7H10_396"
ISOC7_0891_C7H10_268,ISOC7,0.05547725004786045,34.8125,"1,C7H10_268,-1,C7H10_396"
ISOC7_0892_C7H10_269,ISOC7,0.05529781052598213,34.6999,"1,C7H10_269,-1,C7H10_396"
ISOC7_0893_C7H10_270,ISOC7,0.05520968436648061,34.6446,"1,C7H10_270,-1,C7H10_396"
ISOC7_0894_C7H10_271,ISOC7,0.05514944623213780,34.6068,"1,C7H10_271,-1,C7H10_396"
ISOC7_0895_C7H10_272,ISOC7,0.05509080169923262,34.57,"1,C7H10_272,-1,C7H10_396"
ISOC7_0896_C7H10_273,ISOC7,0.05499470753254290,34.5097,"1,C7H10_273,-1,C7H10_396"
ISOC7_0897_C7H10_274,ISOC7,0.05446961585884035,34.1802,"1,C7H10_274,-1,C7H10_396"
ISOC7_0898_C7H10_275,ISOC7,0.05387647740375055,33.808,"1,C7H10_275,-1,C7H10_396"
ISOC7_0899_C7H10_276,ISOC7,0.05346819671542705,33.5518,"1,C7H10_276,-1,C7H10_396"
ISOC7_0900_C7H10_277,ISOC7,0.05337289934945615,33.492,"1,C7H10_277,-1,C7H10_396"
ISOC7_0901_C7H10_278,ISOC7,0.05328955399426755,33.4397,"1,C7H10_278,-1,C7H10_396"
ISOC7_0902_C7H10_279,ISOC7,0.05291362341512815,33.2038,"1,C7H10_279,-1,C7H10_396"
ISOC7_0903_C7H10_280,ISOC7,0.05289179107543248,33.1901,"1,C7H10_280,-1,C7H10_396"
ISOC7_0904_C7H10_281,ISOC7,0.05264414541202314,33.0347,"1,C7H10_281,-1,C7H10_396"
ISOC7_0905_C7H10_282,ISOC7,0.05238406965740021,32.8715,"1,C7H10_282,-1,C7H10_396"
ISOC7_0906_C7H10_283,ISOC7,0.05237801397193717,32.8677,"1,C7H10_283,-1,C7H10_396"
ISOC7_0907_C7H10_284,ISOC7,0.05233020592880796,32.8377,"1,C7H10_284,-1,C7H10_396"
ISOC7_0908_C7H10_285,ISOC7,0.05222184103104840,32.7697,"1,C7H10_285,-1,C7H10_396"
ISOC7_0909_C7H10_286,ISOC7,0.05209196251388070,32.6882,"1,C7H10_286,-1,C7H10_396"
ISOC7_0910_C7H10_287,ISOC7,0.05203204309982542,32.6506,"1,C7H10_287,-1,C7H10_396"
ISOC7_0911_C7H10_288,ISOC7,0.05199475282618463,32.6272,"1,C7H10_288,-1,C7H10_396"
ISOC7_0912_C7H10_289,ISOC7,0.05196064975541912,32.6058,"1,C7H10_289,-1,C7H10_396"
ISOC7_0913_C7H10_290,ISOC7,0.05191730379631530,32.5786,"1,C7H10_290,-1,C7H10_396"
ISOC7_0914_C7H10_291,ISOC7,0.05185658758154120,32.5405,"1,C7H10_291,-1,C7H10_396"
ISOC7_0915_C7H10_292,ISOC7,0.05176718654088957,32.4844,"1,C7H10_292,-1,C7H10_396"
ISOC7_0916_C7H10_293,ISOC7,0.05150041766022854,32.317,"1,C7H10_293,-1,C7H10_396"
ISOC7_0917_C7H10_294,ISOC7,0.05135524056925949,32.2259,"1,C7H10_294,-1,C7H10_396"
ISOC7_0918_C7H10_295,ISOC7,0.05130791060656157,32.1962,"1,C7H10_295,-1,C7H10_396"
ISOC7_0919_C7H10_296,ISOC7,0.05120352971239611,32.1307,"1,C7H10_296,-1,C7H10_396"
ISOC7_0920_C7H10_297,ISOC7,0.05091142256887661,31.9474,"1,C7H10_297,-1,C7H10_396"
ISOC7_0921_C7H10_298,ISOC7,0.05067493211553076,31.799,"1,C7H10_298,-1,C7H10_396"
ISOC7_0922_C7H10_299,ISOC7,0.05064417560778429,31.7797,"1,C7H10_299,-1,C7H10_396"
ISOC7_0923_C7H10_300,ISOC7,0.05052545230068008,31.7052,"1,C7H10_300,-1,C7H10_396"
ISOC7_0924_C7H10_301,ISOC7,0.05046250504389328,31.6657,"1,C7H10_301,-1,C7H10_396"
ISOC7_0925_C7H10_302,ISOC7,0.05039158977991827,31.6212,"1,C7H10_302,-1,C7H10_396"
ISOC7_0926_C7H10_303,ISOC7,0.05036848255907248,31.6067,"1,C7H10_303,-1,C7H10_396"
ISOC7_0927_C7H10_304,ISOC7,0.04978155914958948,31.2384,"1,C7H10_304,-1,C7H10_396"
ISOC7_0928_C7H10_305,ISOC7,0.04963176061445127,31.1444,"1,C7H10_305,-1,C7H10_396"
ISOC7_0929_C7H10_306,ISOC7,0.04960801595303043,31.1295,"1,C7H10_306,-1,C7H10_396"
ISOC7_0930_C7H10_307,ISOC7,0.04954586549696245,31.0905,"1,C7H10_307,-1,C7H10_396"
ISOC7_0931_C7H10_308,ISOC7,0.04905025544985625,30.7795,"1,C7H10_308,-1,C7H10_396"
ISOC7_0932_C7H10_309,ISOC7,0.04891766781024456,30.6963,"1,C7H10_309,-1,C7H10_396"
ISOC7_0933_C7H10_310,ISOC7,0.04880085682486551,30.623,"1,C7H10_310,-1,C7H10_396"
ISOC7_0934_C7H10_311,ISOC7,0.04856500381209471,30.475,"1,C7H10_311,-1,C7H10_396"
ISOC7_0935_C7H10_312,ISOC7,0.04830668101905319,30.3129,"1,C7H10_312,-1,C7H10_396"
ISOC7_0936_C7H10_313,ISOC7,0.04811353652481116,30.1917,"1,C7H10_313,-1,C7H10_396"
ISOC7_0937_C7H10_314,ISOC7,0.04774095250869080,29.9579,"1,C7H10_314,-1,C7H10_396"
ISOC7_0938_C7H10_315,ISOC7,0.04743498103266382,29.7659,"1,C7H10_315,-1,C7H10_396"
ISOC7_0939_C7H10_316,ISOC7,0.04688757893883431,29.4224,"1,C7H10_316,-1,C7H10_396"
ISOC7_0940_C7H10_317,ISOC7,0.04647563296720423,29.1639,"1,C7H10_317,-1,C7H10_396"
ISOC7_0941_C7H10_318,ISOC7,0.04630256785107647,29.0553,"1,C7H10_318,-1,C7H10_396"
ISOC7_0942_C7H10_319,ISOC7,0.04610830783582809,28.9334,"1,C7H10_319,-1,C7H10_396"
ISOC7_0943_C7H10_320,ISOC7,0.04596886771003455,28.8459,"1,C7H10_320,-1,C7H10_396"
ISOC7_0944_C7H10_321,ISOC7,0.04591452590101101,28.8118,"1,C7H10_321,-1,C7H10_396"
ISOC7_0945_C7H10_322,ISOC7,0.04554034828345301,28.577,"1,C7H10_322,-1,C7H10_396"
ISOC7_0946_C7H10_323,ISOC7,0.04521079150614896,28.3702,"1,C7H10_323,-1,C7H10_396"
ISOC7_0947_C7H10_324,ISOC7,0.04499549595192372,28.2351,"1,C7H10_324,-1,C7H10_396"
ISOC7_0948_C7H10_325,ISOC7,0.04477255111079781,28.0952,"1,C7H10_325,-1,C7H10_396"
ISOC7_0949_C7H10_326,ISOC7,0.04476968262821006,28.0934,"1,C7H10_326,-1,C7H10_396"
ISOC7_0950_C7H10_327,ISOC7,0.04458004405713084,27.9744,"1,C7H10_327,-1,C7H10_396"
ISOC7_0951_C7H10_328,ISOC7,0.04355631449359057,27.332,"1,C7H10_328,-1,C7H10_396"
ISOC7_0952_C7H10_329,ISOC7,0.04343775054663012,27.2576,"1,C7H10_329,-1,C7H10_396"
ISOC7_0953_C7H10_330,ISOC7,0.04271999245911683,26.8072,"1,C7H10_330,-1,C7H10_396"
ISOC7_0954_C7H10_331,ISOC7,0.04126583114726986,25.8947,"1,C7H10_331,-1,C7H10_396"
ISOC7_0955_C7H10_332,ISOC7,0.04095730990894266,25.7011,"1,C7H10_332,-1,C7H10_396"
ISOC7_0956_C7H10_333,ISOC7,0.04083476195838810,25.6242,"1,C7H10_333,-1,C7H10_396"
ISOC7_0957_C7H10_334,ISOC7,0.04081739170271782,25.6133,"1,C7H10_334,-1,C7H10_396"
ISOC7_0958_C7H10_335,ISOC7,0.04008417568125942,25.1532,"1,C7H10_335,-1,C7H10_396"
ISOC7_0959_C7H10_336,ISOC7,0.03895718074456004,24.446,"1,C7H10_336,-1,C7H10_396"
ISOC7_0960_C7H10_337,ISOC7,0.03893566712515190,24.4325,"1,C7H10_337,-1,C7H10_396"
ISOC7_0961_C7H10_338,ISOC7,0.03854523477292997,24.1875,"1,C7H10_338,-1,C7H10_396"
ISOC7_0962_C7H10_339,ISOC7,0.03776197966632966,23.696,"1,C7H10_339,-1,C7H10_396"
ISOC7_0963_C7H10_340,ISOC7,0.03717011609238997,23.3246,"1,C7H10_340,-1,C7H10_396"
ISOC7_0964_C7H10_341,ISOC7,0.03670876847619304,23.0351,"1,C7H10_341,-1,C7H10_396"
ISOC7_0965_C7H10_342,ISOC7,0.03494815760788780,21.9303,"1,C7H10_342,-1,C7H10_396"
ISOC7_0966_C7H10_343,ISOC7,0.03341750342703408,20.9698,"1,C7H10_343,-1,C7H10_396"
ISOC7_0967_C7H10_344,ISOC7,0.03321479732416621,20.8426,"1,C7H10_344,-1,C7H10_396"
ISOC7_0968_C7H10_345,ISOC7,0.03149609817367091,19.7641,"1,C7H10_345,-1,C7H10_396"
ISOC7_0969_C7H10_346,ISOC7,0.02940306204547386,18.4507,"1,C7H10_346,-1,C7H10_396"
ISOC7_0970_C7H10_347,ISOC7,0.02875287265891653,18.0427,"1,C7H10_347,-1,C7H10_396"
ISOC7_0971_C7H10_348,ISOC7,0.02762030011718542,17.332,"1,C7H10_348,-1,C7H10_396"
ISOC7_0972_C7H10_349,ISOC7,0.02715289681552545,17.0387,"1,C7H10_349,-1,C7H10_396"
ISOC7_0973_C7H10_350,ISOC7,0.02578988950591152,16.1834,"1,C7H10_350,-1,C7H10_396"
ISOC7_0974_C7H10_351,ISOC7,0.02342785345504075,14.7012,"1,C7H10_351,-1,C7H10_396"
ISOC7_0975_C7H10_352,ISOC7,0.02317112426343686,14.5401,"1,C7H10_352,-1,C7H10_396"
ISOC7_0976_C7H10_353,ISOC7,0.02287774223876724,14.356,"1,C7H10_353,-1,C7H10_396"
ISOC7_0977_C7H10_354,ISOC7,0.02278371975394645,14.297,"1,C7H10_354,-1,C7H10_396"
ISOC7_0978_C7H10_355,ISOC7,0.02255758770994526,14.1551,"1,C7H10_355,-1,C7H10_396"
ISOC7_0979_C7H10_356,ISOC7,0.02183935154200068,13.7044,"1,C7H10_356,-1,C7H10_396"
ISOC7_0980_C7H10_357,ISOC7,0.02169943333577584,13.6166,"1,C7H10_357,-1,C7H10_396"
