Unnamed: 0,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
OEEF_hcn_0.04,-93.5650608646,-93.535447293,-93.4771513167,-93.4879865893,-93.4556068,-93.5207538655,-93.4950584941,-93.5027083365,-93.4223222919,-93.4159344491,-93.646459049,-93.495788236,-93.4582388983,-93.5032515577,-93.5007320442,-93.378864845896
OEEF_hcn_0.05,-93.5877412614,-93.5585858373,-93.5002462364,-93.5111808391,-93.47893274,-93.5438019539,-93.5180319729,-93.5255333567,-93.4454033017,-93.438908228,-93.6693253608,-93.5187422432,-93.4811325632,-93.5264673904,-93.5239095486,-93.401712096713
OEEF_hf_-0.01,-100.5102948564,-100.4913711815,-100.4463657402,-100.4661029817,-100.4532615,-100.4759854361,-100.4507493396,-100.4505065533,-100.4089517501,-100.3921550518,-100.591038005,-100.4525583052,-100.4312691766,-100.4592918413,-100.4524212068,-100.369812201617
OEEF_hf_-0.02,-100.5042974219,-100.4852831085,-100.4401122829,-100.4599129504,-100.44714616,-100.4696530899,-100.4444980981,-100.4442334272,-100.4026923869,-100.386057545,-100.5849254717,-100.4464153639,-100.4250721873,-100.4532332777,-100.4463213219,-100.363711667561
OEEF_hf_-0.03,-100.4989798066,-100.479890702,-100.4345223786,-100.4544101841,-100.44171481,-100.4639756574,-100.4389080523,-100.4386164272,-100.3971083512,-100.3806359648,-100.579487954,-100.4409246983,-100.4195281593,-100.4478671342,-100.440904473,-100.358284033537
OEEF_hf_-0.04,-100.4943579456,-100.4752121847,-100.4296097947,-100.4496106926,-100.43698362,-100.4589656122,-100.43399282,-100.4336705317,-100.3922158011,-100.3759067247,-100.5747419297,-100.4361009346,-100.4146516827,-100.4432097939,-100.4361862257,-100.353545228018
OEEF_hf_-0.05,-100.4904559217,-100.4712753171,-100.4253956179,-100.4455390428,-100.43297716,-100.4546424944,-100.4297734191,-100.4294192318,-100.3880393935,-100.3718948158,-100.570712492,-100.4319664849,-100.4104650141,-100.43928633,-100.4321903309,-100.349519216013
OEEF_hf_0.0,-100.5169628373,-100.4981442308,-100.453275168,-100.4729711706,-100.46005139,-100.482966065,-100.4576542444,-100.4574275002,-100.4158770391,-100.3989189166,-100.5978159741,-100.459345133,-100.4381107136,-100.4660334741,-100.4591952132,-100.376576376863
OEEF_hf_0.01,-100.5242978822,-100.5055979826,-100.4608385307,-100.4805143919,-100.46751222,-100.4905934965,-100.4652106196,-100.4649936428,-100.4234646246,-100.4063454658,-100.6052557655,-100.4667728914,-100.4455937671,-100.473454942,-100.4666402192,-100.384000562556
OEEF_hf_0.02,-100.5323019149,-100.5137341187,-100.4690590638,-100.488735141,-100.4756458,-100.4988711177,-100.4734212808,-100.4732075834,-100.4317162091,-100.4144364914,-100.6133593033,-100.4748436892,-100.4537202651,-100.4815587669,-100.4747585488,-100.392086438696
OEEF_hf_0.03,-100.5409824861,-100.5225628903,-100.4779453962,-100.4976439228,-100.48446185,-100.5078087588,-100.4822947963,-100.4820769306,-100.440640406,-100.4231994806,-100.622133552,-100.4835626293,-100.4624943302,-100.4903549167,-100.4835596534,-100.400841711064
OEEF_hf_0.04,-100.5503518961,-100.5320922923,-100.48751168,-100.5072496781,-100.49396768,-100.517416575,-100.4918427772,-100.491615594,-100.4502459684,-100.4326469639,-100.6315931154,-100.492947366,-100.4719343504,-100.4998543034,-100.4930534346,-100.410277222214
OEEF_hf_0.05,-100.5604297271,-100.5423463959,-100.4977783529,-100.5175760472,-100.5041857,-100.5277155228,-100.502085152,-100.5018430124,-100.4605535275,-100.4427988774,-100.641757553,-100.5030146515,-100.4820552665,-100.5100804488,-100.5032620527,-100.420412705295
OEEF_meoh_-0.01,-115.803444098,-115.783066626,-115.706799957,-115.7290428597,-115.68717545,-115.7563373337,-115.7218759126,-115.7388688751,-115.6499184489,-115.6437822338,-115.907621861,-115.7408997283,-115.6947492294,-115.7217613634,-115.7361610438,-115.596468315479
OEEF_meoh_-0.02,-115.8035746862,-115.783496462,-115.7070381556,-115.729273568,-115.68769952,-115.7562630587,-115.7221591194,-115.7393149327,-115.6503365914,-115.6443554585,-115.9080425144,-115.7413227934,-115.6951760753,-115.7221014048,-115.7363725438,-115.596612156793
OEEF_meoh_-0.03,-115.8065243137,-115.7869468568,-115.7100899694,-115.7323996866,-115.69115815,-115.7589806486,-115.7252626163,-115.7426228687,-115.6536472048,-115.6478644552,-115.911385994,-115.7445701805,-115.6984451786,-115.7253479535,-115.7394326329,-115.599614361607
OEEF_meoh_-0.04,-115.8125407239,-115.7938829922,-115.7162661746,-115.7387644991,-115.6979049,-115.7647572065,-115.7314758073,-115.7491047358,-115.6601997535,-115.6547222742,-115.9180503701,-115.750926654,-115.7049079024,-115.7318169903,-115.7456272873,-115.605783187538
OEEF_meoh_-0.05,-115.8220636571,-115.8296584682,-115.7297934564,-115.7519582215,-115.71221764,-115.774696773,-115.7427090729,-115.7730880848,-115.6739469209,-115.6906363208,-115.9495155181,-115.7642791536,-115.7215863264,-115.7434762217,-115.7559212079,-115.625881736415
OEEF_meoh_0.0,-115.8060048398,-115.7854660274,-115.7092552664,-115.7315640697,-115.68944401,-115.7590795825,-115.724290378,-115.7411540711,-115.6522538773,-115.6459815164,-115.9099600717,-115.7431750289,-115.6970232197,-115.7241846629,-115.7386702354,-115.599041529631
OEEF_meoh_0.01,-115.8112029589,-115.790602533,-115.7143164008,-115.7367528778,-115.69440869,-115.7644360768,-115.7293246962,-115.7460751609,-115.657242066,-115.6508471573,-115.9149650777,-115.7480670575,-115.7019070962,-115.7293014338,-115.7438316165,-115.604269434355
OEEF_meoh_0.02,-115.8190598651,-115.7984912058,-115.7220117885,-115.7446328976,-115.70209506,-115.7724306409,-115.7370002406,-115.7536552977,-115.6649036178,-115.658395345,-115.9226538646,-115.7555998638,-115.7094188595,-115.737134475,-115.7516689215,-115.612174227707
OEEF_meoh_0.03,-115.8296726728,-115.8092357997,-115.732422505,-115.7552947335,-115.71259031,-115.7831572787,-115.7473942224,-115.763972692,-115.6753114227,-115.6687034404,-115.9331154188,-115.7658593846,-115.719633367,-115.7477834634,-115.7622730447,-115.622856447935
OEEF_meoh_0.04,-115.8432554552,-115.8230858127,-115.7457367184,-115.7689492429,-115.726102,-115.7968176132,-115.7606826702,-115.7772160546,-115.6886454031,-115.6819671372,-115.9465650035,-115.7790439617,-115.7327329804,-115.7614731266,-115.7758459056,-115.636538418022
OEEF_meoh_0.05,-115.8602739708,-115.8432931405,-115.7623554045,-115.7860702018,-115.74311576,-115.813824892,-115.7772377907,-115.7938043012,-115.7053092062,-115.7003917068,-115.9635009844,-115.7955655597,-115.7491255358,-115.7786895568,-115.7928209714,-115.6537025883
OEEF_methylamine_-0.01,-95.9258087492,-95.9107044336,-95.835194666,-95.8539328313,-95.80563915,-95.884259815,-95.8516865037,-95.8791450691,-95.7826042803,-95.7858226427,-96.017035952,-95.8797842674,-95.8311540045,-95.8464818077,-95.8705987519,-95.737800016906
OEEF_methylamine_-0.02,-95.928969408,-95.9143317889,-95.8384702258,-95.8573621608,-95.80923154,-95.8873686653,-95.855027672,-95.8826453163,-95.7861812033,-95.7894716792,-96.0205862919,-95.8832023125,-95.8346322421,-95.8498938126,-95.8738945326,-95.74101938621
OEEF_methylamine_-0.03,-95.9356367852,-95.9226731844,-95.8454214356,-95.8645893939,-95.81668689,-95.8940588818,-95.8620329787,-95.8899932024,-95.7935245474,-95.7972856128,-96.0282687295,-95.890310781,-95.8419409057,-95.8570483386,-95.8807961585,-95.747926050593
OEEF_methylamine_0.0,-95.9258516249,-95.9105323161,-95.8351779191,-95.8538260879,-95.80543509,-95.8843702541,-95.8516203309,-95.87897353,-95.7823694408,-95.7855447698,-96.0168307477,-95.879616184,-95.830937571,-95.8463914442,-95.8705640589,-95.737851498245
OEEF_methylamine_0.01,-95.9289994872,-95.9136077574,-95.8382807536,-95.8568878007,-95.80844428,-95.8875829113,-95.8546978987,-95.8819687089,-95.7853207773,-95.7884613214,-96.0198107317,-95.8825714064,-95.8338476574,-95.8494887637,-95.8736604579,-95.741041291754
OEEF_methylamine_0.02,-95.9352537553,-95.9199318435,-95.8445060745,-95.8631208344,-95.8146737,-95.8939014011,-95.8609180946,-95.8881192698,-95.7914598721,-95.7945584038,-96.0259669919,-95.8886502976,-95.8398683649,-95.8557851258,-95.8798984615,-95.747381907468
OEEF_methylamine_0.03,-95.9447293867,-95.929710187,-95.8539925541,-95.8726890735,-95.8242836,-95.9034690209,-95.8704172338,-95.8975644141,-95.8009357403,-95.8039994039,-96.0354749804,-95.898002202,-95.8491420234,-95.8654530012,-95.8894277936,-95.757039672651
OEEF_methylamine_0.04,-95.9577045391,-95.9445066388,-95.8672368612,-95.8862871178,-95.83794514,-95.9167782684,-95.8836900039,-95.9107943709,-95.8144254932,-95.8178091317,-96.0493172069,-95.9110640436,-95.8623882646,-95.8791246653,-95.9027740379,-95.770624549787
OEEF_methylene-imine_-0.01,-94.6936873521,-94.6741967135,-94.6049049464,-94.6205453444,-94.5800162,-94.6507368809,-94.6218330931,-94.6398370823,-94.5519946601,-94.5517306997,-94.7825540898,-94.6383546969,-94.5944366024,-94.6243555742,-94.6349875585,-94.507022968981
OEEF_methylene-imine_-0.02,-94.6923350289,-94.6731651507,-94.6034719875,-94.6192373168,-94.57896802,-94.6489916408,-94.6205453303,-94.6386709482,-94.5509086178,-94.5506469871,-94.781473991,-94.637067138,-94.5931665179,-94.6231352966,-94.6335858957,-94.505653265835
OEEF_methylene-imine_-0.03,-94.694310907,-94.6757425259,-94.6054005427,-94.6213672409,-94.58140975,-94.6505440788,-94.6226110103,-94.6408826813,-94.5532718343,-94.5530706733,-94.7838742804,-94.6391473462,-94.595290766,-94.6253368826,-94.6355450823,-94.507646857813
OEEF_methylene-imine_-0.04,-94.7000161631,-94.6867006746,-94.6117574007,-94.6280628129,-94.58860123,-94.6559971781,-94.6287949528,-94.6474062651,-94.5602602659,-94.5623296501,-94.7925808617,-94.6452569652,-94.6028460852,-94.6317420814,-94.6414456809,-94.513804679911
OEEF_methylene-imine_-0.05,-94.7106108133,-94.7503835665,-94.6780157424,-94.6916419803,-94.64788116,-94.7183023023,-94.6898952913,-94.7125047546,-94.5967954609,-94.631730561,-94.8544838459,-94.7109741473,-94.6732497277,-94.676565675,-94.7035089472,-94.573780237021
OEEF_methylene-imine_0.0,-94.6981695173,-94.6784971862,-94.6094809466,-94.6250483077,-94.5843093,-94.6555828318,-94.6262601201,-94.6441483708,-94.5562930162,-94.5560263238,-94.7868250091,-94.6427925524,-94.5988506888,-94.6287745353,-94.6395503725,-94.511525305102
OEEF_methylene-imine_0.01,-94.7056924615,-94.6859381043,-94.6171078357,-94.6326435952,-94.59174185,-94.6634488337,-94.6337356814,-94.6515053395,-94.5637016954,-94.5634145658,-94.7941713361,-94.6502850984,-94.6063040141,-94.6362991837,-94.6471876023,-94.519067119064
OEEF_methylene-imine_0.02,-94.7162446,-94.6965090808,-94.6277849386,-94.6433272159,-94.60231,-94.6743353243,-94.6442580422,-94.6619064878,-94.5742142364,-94.5738839942,-94.8045835582,-94.6608282664,-94.6167856661,-94.6469313124,-94.6579001224,-94.529647567485
OEEF_methylene-imine_0.03,-94.7298841425,-94.7103115482,-94.6415951001,-94.6571882745,-94.61610245,-94.6883207588,-94.6579064349,-94.675438807,-94.5879142666,-94.5875221681,-94.818154287,-94.6745081392,-94.6303705814,-94.660768504,-94.6717734541,-94.543357703413
OEEF_methylene-imine_0.04,-94.7467536858,-94.7277499945,-94.6587722489,-94.6745214706,-94.63341386,-94.7056276738,-94.6749138227,-94.6923474086,-94.6050706409,-94.6046579315,-94.8352148109,-94.691562339,-94.6473217549,-94.6781036719,-94.6890624337,-94.5604668239
OEEF_methylene-imine_0.05,-94.7670967373,-94.7537606147,-94.6812120349,-94.6971555303,-94.65633651,-94.7274074843,-94.6965751975,-94.714088243,-94.6282394488,-94.6313917095,-94.8590873429,-94.713479174,-94.6713592753,-94.7004531071,-94.7109335655,-94.582353659565
OEEF_n2_-0.01,-109.6241747805,-109.578482816,-109.517599471,-109.5343539964,-109.50887185,-109.5668746306,-109.5400261278,-109.5407405999,-109.4549473987,-109.451033328,-109.7082793237,-109.5353984211,-109.4961902791,-109.5566831098,-109.5446657279,
OEEF_n2_-0.02,-109.6264141939,-109.5807522656,-109.5198130797,-109.5366033027,-109.51117077,-109.5690978703,-109.5422539174,-109.5429515567,-109.4572220268,-109.4532757294,-109.7105111655,-109.5376248345,-109.4983859188,-109.5589658945,-109.5469348331,
OEEF_n2_-0.03,-109.6301701419,-109.584564084,-109.5235265404,-109.540378382,-109.51502899,-109.5728261629,-109.5459910183,-109.5466603069,-109.4610389973,-109.4570404357,-109.7142585528,-109.5413588142,-109.5020690002,-109.5627983594,-109.5507426791,
OEEF_n2_-0.04,-109.635480546,-109.5899698373,-109.5287805391,-109.5457239789,-109.52049191,-109.5780974921,-109.551277971,-109.5519071034,-109.466442059,-109.4623750307,-109.7195698017,-109.5466400948,-109.5072798073,-109.568228034,-109.5561332345,
OEEF_n2_-0.05,-109.6424046016,-109.5970644082,-109.535643984,-109.5527178791,-109.52763856,-109.5849746976,-109.5581834084,-109.5587613673,-109.4735058869,-109.469365611,-109.7265328956,-109.5535382893,-109.5140883512,-109.5753374003,-109.5631815926,
OEEF_n2_0.0,-109.6234305366,-109.5777290592,-109.5168638568,-109.5336066607,-109.50810805,-109.5661356758,-109.539285774,-109.5400058181,-109.4541916268,-109.4502883982,-109.707537924,-109.5346584483,-109.4954605823,-109.5559247763,-109.5439117971,-109.414854646037
OEEF_n2_0.01,-109.6241747805,-109.5784828161,-109.517599471,-109.5343539964,-109.50887185,-109.5668746307,-109.5400261278,-109.5407405999,-109.4549473987,-109.451033328,-109.7082793237,-109.5353984212,-109.4961902791,-109.5566831098,-109.5446657279,-109.415596203224
OEEF_n2_0.02,-109.6264141939,-109.5807522656,-109.5198130797,-109.5366033027,-109.51117077,-109.5690978703,-109.5422539174,-109.5429515567,-109.4572220268,-109.4532757294,-109.7105111655,-109.5376248345,-109.4983859188,-109.5589658945,-109.5469348331,-109.417828200776
OEEF_n2_0.03,-109.6301701419,-109.584564084,-109.5235265404,-109.540378382,-109.51502899,-109.5728261629,-109.5459910182,-109.5466603069,-109.4610389973,-109.4570404357,-109.7142585528,-109.5413588142,-109.5020690001,-109.5627983594,-109.5507426791,-109.42157375685
OEEF_n2_0.04,-109.6354805536,-109.5899698373,-109.5287805391,-109.5457239789,-109.52049191,-109.5780974921,-109.551277971,-109.5519071034,-109.466442059,-109.4623750307,-109.7195698017,-109.5466400948,-109.5072798073,-109.568228034,-109.5561332345,-109.42687620245
OEEF_n2_0.05,-109.6424046016,-109.5970644082,-109.535643984,-109.5527178791,-109.52763856,-109.5849746976,-109.5581834084,-109.5587613674,-109.4735058869,-109.469365611,-109.7265328956,-109.5535382893,-109.5140883513,-109.5753374003,-109.5631815926,-109.433809576542
ORBH35_CO3B_S01,-263.8373788247,-263.7758393641,-263.6414726912,-263.6819460318,-263.64485354,-263.7197004527,-263.6580545804,-263.647116319,-263.6195291435,-263.4936236656,-264.0653822263,-263.6568969171,-263.60211556,-263.6980944328,-263.6743104614,-263.369959430776
ORBH35_CO3B_S02,-263.8583358366,-263.7810089747,-263.657179847,-263.6917331598,-263.66508531,-263.7378296776,-263.6826803681,-263.6726534672,-263.641463936,-263.5021357457,-264.0776225474,-263.6694821281,-263.6027291229,-263.7173419293,-263.6913668636,-263.404993728294
ORBH35_CO3B_S03T,-263.7945302151,-263.739344828,-263.6023320986,-263.6427837842,-263.60520151,-263.6818248783,-263.6196037441,-263.6096676333,-263.579695306,-263.4542831106,-264.0272284156,-263.6168712599,-263.5616458796,-263.6585856532,-263.6356384543,-263.331532654719
ORBH35_CO3B_S04T,-263.8323261031,-263.7678270887,-263.6388197878,-263.6775869217,-263.64336962,-263.7206268387,-263.6576451461,-263.6471114366,-263.618486436,-263.4874153251,-264.0597668918,-263.6544523209,-263.5991283792,-263.6958509826,-263.6713287839,-263.368321271436
ORBH35_CO3B_T01,-263.7607630619,-263.6960461606,-263.5659717689,-263.6079886532,-263.57043661,-263.6506096397,-263.5900013732,-263.5808473042,-263.5452896803,-263.4144673065,-263.9868832664,-263.5814392172,-263.5208424116,-263.6255938661,-263.6034474643,-263.303240423133
ORBH35_CO3B_T02,-263.7595553898,-263.6942018699,-263.5642256013,-263.6059912136,-263.56872278,-263.6488866332,-263.5881665988,-263.5789703452,-263.5437840381,-263.4127092542,-263.9850322433,-263.5793887778,-263.5193849757,-263.6237397086,-263.6013711877,-263.301410312056
ORBH35_CO3B_T03T,-263.761347453,-263.698381702,-263.5664300057,-263.6084254387,-263.5706047,-263.6509688296,-263.5905482026,-263.5812164556,-263.5441204636,-263.415103007,-263.9884180574,-263.5815884153,-263.5204080063,-263.6270790336,-263.6042088741,-263.30199743496
ORBH35_CO3B_T04T,-263.7596988895,-263.6955853027,-263.5634624752,-263.6053848475,-263.56787877,-263.6480950695,-263.5875855008,-263.5781848823,-263.541282763,-263.4123249881,-263.9855925057,-263.578413188,-263.5174713174,-263.6242607504,-263.6012876725,-263.299964163414
ORBH35_CO3B_T05T,-263.7279660129,-263.6705851615,-263.5351628597,-263.5783387749,-263.54066101,-263.620704341,-263.5587336952,-263.5499889329,-263.5171484822,-263.386259265,-263.9595291987,-263.5483795481,-263.4928199364,-263.595406328,-263.5704458271,-263.265323361533
ORBH35_CO3B_T06T,-263.7512445133,-263.6920034127,-263.5581101429,-263.599981136,-263.56260825,-263.6427650768,-263.5813136497,-263.5718612799,-263.5379282166,-263.4082273764,-263.9810586387,-263.5721012224,-263.5159818959,-263.6170892067,-263.5924253814,-263.290934435785
ORBH35_CO3B_T07T,-263.7488918461,-263.6838192116,-263.5543119854,-263.5964118306,-263.55788019,-263.6390703543,-263.578626708,-263.5694232895,-263.5330514176,-263.4025133032,-263.9753415233,-263.5695459395,-263.5091700517,-263.6138178213,-263.5914878405,-263.290490534071
ORBH35_CO3B_T08,-263.8240617563,-263.7642525742,-263.6333859556,-263.6733231798,-263.63595598,-263.7147220845,-263.6535062448,-263.6422254462,-263.6105766115,-263.4843912461,-264.055455376,-263.6499820264,-263.5887602887,-263.6896304121,-263.666589179,-263.362154141521
ORBH35_CO3B_T09T,-263.8137693234,-263.7530729329,-263.6218279829,-263.6618858558,-263.62575877,-263.7069066447,-263.6447587123,-263.6330349678,-263.5999358807,-263.4723276527,-264.0452831157,-263.6374043986,-263.5826249885,-263.6801560482,-263.6556723588,-263.354902199191
ORBH35_CO3C_T01T,-264.3979849102,-264.3350411081,-264.200126767,-264.241916837,-264.20598564,-264.2876559412,-264.2262903212,-264.2234903587,-264.1802999581,-264.0452907491,-264.6231660677,-264.2179192067,-264.1495644088,-264.2594352727,-264.2379287043,-263.938297725117
ORBH35_CO3C_T02T,-264.4046304031,-264.3464220168,-264.2080757027,-264.2521062317,-264.21408543,-264.2937737122,-264.2325994387,-264.2283338897,-264.1917224128,-264.058453706,-264.6345314196,-264.2241492958,-264.1618923859,-264.2656495081,-264.2444519731,-263.941309718531
ORBH35_CO3C_tHOOCO,-264.4178431688,-264.3522976343,-264.2199663033,-264.2623495491,-264.22604559,-264.3071748287,-264.2466937022,-264.242077139,-264.2029718234,-264.0672032317,-264.6423810312,-264.2378797227,-264.1719330624,-264.2771978153,-264.2577141756,-263.962564663897
ORBH35_CO3X_CO,-113.4058026589,-113.3689817762,-113.3167299424,-113.3256334219,-113.30981183,-113.3564103029,-113.330037615,-113.3318843536,-113.3046715151,-113.2367680542,-113.5001222268,-113.3223580718,-113.2854041134,-113.3441682003,-113.3314380782,-113.197125823266
ORBH35_CO3X_CO2,-188.7334578751,-188.6804525981,-188.5934776079,-188.6141498499,-188.59027505,-188.6542337432,-188.6101662427,-188.6053382555,-188.5749142745,-188.4759872717,-188.8940041129,-188.6013814621,-188.5524942972,-188.6322574445,-188.6139518523,-188.403423154985
ORBH35_CO3X_HO,-75.7883066761,-75.7754620936,-75.7342912916,-75.7494522373,-75.73840607,-75.7593206194,-75.7400448114,-75.7411885551,-75.7280772508,-75.6922826194,-75.8524141558,-75.7436444735,-75.727303595,-75.747107566,-75.7439620516,-75.666296048982
ORBH35_CO3X_HO2,-151.0192684852,-150.9868917277,-150.9094965418,-150.9391993757,-150.92066162,-150.9559174712,-150.920667886,-150.9190300414,-150.8996658307,-150.8269999849,-151.1452371028,-150.9216281715,-150.8843576599,-150.9402830732,-150.931050984,-150.768003984433
ORBH35_CO3X_O2_t,-150.4344181507,-150.3983161733,-150.323915114,-150.3534620274,-150.33511571,-150.3716635819,-150.337140685,-150.3284932857,-150.3098566778,-150.243183333,-150.5591150165,-150.3330920737,-150.302040766,-150.3582075931,-150.3463203982,-150.180526857812
ORBH35_CO3X_O_s,-75.0241916438,-74.99933627,-74.9674299,-74.97553198,-74.97801071,-74.98899132,-74.97651399,-74.97678784,-74.96394275,-74.91258487,-75.07902369,-74.97193656,-74.9414387774,-74.9868426,-74.97529192,
ORBH35_CO3X_O_t,-75.1185397423,-75.100555682,-75.0650312896,-75.0775777766,-75.06959403,-75.0905060987,-75.0718158575,-75.0681825096,-75.0585698357,-75.0225210979,-75.1811033938,-75.0707671156,-75.0599913915,-75.0809940024,-75.072378738,-74.997626882674
ORBH35_VO_TS10,-228.4382230172,-228.3930666012,-228.2595126478,-228.2951487407,-228.24374785,-228.3476284303,-228.2847070219,-228.2948035994,-228.2444830909,-228.1336820245,-228.6499568526,-228.2997364919,-228.2354931152,-228.3038166947,-228.3061701419,-228.011743066711
ORBH35_VO_TS11,-228.4224822223,-228.3716530406,-228.2381713868,-228.275824956,-228.22559097,-228.3245619438,-228.266048859,-228.2789933993,-228.228763983,-228.1134032301,-228.6293293625,-228.2756219524,-228.2084602779,-228.2861989957,-228.2889219443,-227.994698185731
ORBH35_VO_TS12,-228.5177981291,-228.4679024235,-228.3444623533,-228.3731994321,-228.32243229,-228.4324212334,-228.3722050772,-228.3841469984,-228.3259854081,-228.2124739427,-228.7295416438,-228.379518085,-228.3116198531,-228.3846653209,-228.3866978394,-228.101062285585
ORBH35_VO_TS13,-228.5162140813,-228.467033294,-228.3408600083,-228.3708908161,-228.31948386,-228.4282606703,-228.3681860823,-228.3802375982,-228.3214534978,-228.2101001741,-228.7278214349,-228.3770352465,-228.3079450282,-228.3821690524,-228.3843761508,-228.097534140129
ORBH35_VO_TS14,-228.4957829158,-228.4463312835,-228.3180840213,-228.351151095,-228.29999558,-228.4052945062,-228.3459856082,-228.3572767938,-228.3024201251,-228.1893321741,-228.7054748549,-228.3528521629,-228.2868240185,-228.3606551382,-228.3623090524,-228.08119448151
ORBH35_VO_TS5,-228.3923321202,-228.3452209658,-228.2060550572,-228.2474889071,-228.19794119,-228.3001861548,-228.2394926639,-228.2512563846,-228.1997158219,-228.0860536189,-228.6007639594,-228.2458504611,-228.1809438997,-228.2572212408,-228.2576752685,-227.975368757949
ORBH35_VO_TS6,-228.4194396989,-228.3724147236,-228.2371588912,-228.2737494321,-228.22450589,-228.3273194371,-228.2667497007,-228.2799744925,-228.2257572282,-228.1113260503,-228.6289447927,-228.276848565,-228.2084417156,-228.2844973332,-228.2855230225,-227.999550032431
ORBH35_VO_TS7,-228.4194368107,-228.372414211,-228.2371527516,-228.2737486269,-228.22450541,-228.3273131882,-228.2667424591,-228.2799634852,-228.2257559023,-228.1113225545,-228.6289439818,-228.2768478334,-228.2084363784,-228.2844951993,-228.2855205284,-227.999538521433
ORBH35_VO_W1,-228.4606857902,-228.4127205203,-228.2777260696,-228.3168973325,-228.26524587,-228.3693611206,-228.3096491063,-228.3229659655,-228.265718721,-228.151371054,-228.6690006032,-228.3191850404,-228.247778536,-228.3260287059,-228.3283035677,-228.041691475148
ORBH35_VO_W2,-228.4136381607,-228.3651789063,-228.2287728399,-228.2698878524,-228.22178937,-228.3234584784,-228.2672715958,-228.2785467521,-228.2226684058,-228.1046050111,-228.6201454144,-228.2689901183,-228.203581211,-228.2798137121,-228.2789385643,-227.998908231057
ORBH35_VO_W3,-228.4414541047,-228.3876925925,-228.2570662466,-228.2929376019,-228.24498899,-228.3485586711,-228.2912974108,-228.3040403625,-228.2475420758,-228.1320408677,-228.6469758688,-228.2979107869,-228.2304866451,-228.3052484656,-228.3077733676,-228.028989185848
ORBH35_VO_W4,-228.4287182691,-228.3756413611,-228.2470580904,-228.2829172552,-228.23347569,-228.3340264351,-228.2759236422,-228.288245034,-228.2374059772,-228.1203631388,-228.6355636438,-228.2853837459,-228.2161257772,-228.2938119178,-228.297707727,-228.014258497284
ORBH35_VO_W5,-228.5183038333,-228.4681960603,-228.343911869,-228.3736182518,-228.32275049,-228.4320012005,-228.3724671265,-228.3832949953,-228.3263473885,-228.2134252468,-228.730600055,-228.3810662241,-228.3120996355,-228.3850488936,-228.3878458093,-228.101004891574
ORBH35_VO_W6,-228.5318236169,-228.4841775406,-228.3556671831,-228.3884533725,-228.33736975,-228.4425843244,-228.3819225904,-228.3948117341,-228.3355943933,-228.223783443,-228.7411558963,-228.3939454281,-228.3239802964,-228.3977478149,-228.3996238524,-228.116242115784
ORBH35_VO_W7,-228.5626016774,-228.5121416946,-228.3853363697,-228.4196024428,-228.36847832,-228.4759479782,-228.4152090055,-228.4277147936,-228.3706841878,-228.2527104054,-228.7695710379,-228.4195214546,-228.3546491851,-228.4275675695,-228.4284571273,-228.149158511381
ORBH35_VO_W8,-228.565596591,-228.5137246278,-228.3881252512,-228.4208683681,-228.36772913,-228.4770897983,-228.4167555641,-228.4269575648,-228.3701619136,-228.2535524555,-228.7717933655,-228.4221323723,-228.3544702531,-228.4289714991,-228.431085629,-228.151557337913
P34_A01_H,-0.49953538,-0.5024061779,-0.4988686272,-0.4990626067,-0.49575736,-0.4997753122,-0.4988195955,-0.5022377314,-0.499180034,-0.501264806,-0.5015644962,-0.5047929141,-0.5000705904,-0.4945905073,-0.5007632737,-0.499009721741
P34_A06_C,-37.8712683647,-37.8615529672,-37.834639357,-37.8391265584,-37.82544584,-37.8568788155,-37.845544315,-37.8521465203,-37.8337468019,-37.8072100789,-37.9088817041,-37.8444987489,-37.8356322237,-37.8482498441,-37.8483915218,-37.79035995658
P34_A07_N,-54.6298310923,-54.6067546474,-54.5776670993,-54.5854388092,-54.57884486,-54.6051534641,-54.5909996576,-54.5892284971,-54.5733074953,-54.5462921689,-54.6736339557,-54.586360002,-54.5835411274,-54.595008039,-54.5887889663,-54.524624369002
P34_A08_O,-75.1185397423,-75.100555682,-75.0650312896,-75.0775777766,-75.06959403,-75.0905060987,-75.0718158575,-75.0681825096,-75.0585698357,-75.0225210979,-75.1811033938,-75.0707671156,-75.0599913915,-75.0809940024,-75.072378738,-74.998897328915
P34_A09_F,-99.7941678759,-99.7758364622,-99.7369086212,-99.7526137693,-99.74857528,-99.7632102588,-99.7408308559,-99.736312433,-99.7297691146,-99.6814056256,-99.876528186,-99.7400330339,-99.7257591825,-99.7504537815,-99.7394808158,-99.657346694344
P34_A17_Cl,-460.1533945135,-460.1820624514,-460.0378638312,-460.1814132461,-460.15050069,-460.1553762118,-460.1477689369,-460.1468300123,-460.1266486159,-460.0111404348,-460.5169256907,-460.1659505711,-460.1296212453,-460.1383895098,-460.0929192618,-459.846101653442
P34_A31_Ga,-1924.7341265454,-1924.9064216,-1923.9351177109,-1924.9705729212,-1925.03012774,-1924.7826075031,-1924.8532262421,-1924.8315287101,-1925.2402769655,-1924.5958221249,-1925.8041392252,-1924.8651938486,-1924.8073156635,-1924.7470085225,-1924.6662001518,-1924.16123042369
